,cov_mean_sample_120314,cov_mean_sample_120322,cov_mean_sample_120328,cov_mean_sample_120403,cov_mean_sample_120416,cov_mean_sample_120419,cov_mean_sample_120423,cov_mean_sample_120507,cov_mean_sample_120516,cov_mean_sample_120521,cov_mean_sample_120531,cov_mean_sample_120604,cov_mean_sample_120613,cov_mean_sample_120619,cov_mean_sample_120628,cov_mean_sample_120705,cov_mean_sample_120709,cov_mean_sample_120717,cov_mean_sample_120802,cov_mean_sample_120806,cov_mean_sample_120813,cov_mean_sample_120820,cov_mean_sample_120823,cov_mean_sample_120828,cov_mean_sample_120903,cov_mean_sample_120910,cov_mean_sample_120920,cov_mean_sample_120924,cov_mean_sample_121001,cov_mean_sample_121004,cov_mean_sample_121015,cov_mean_sample_121022,cov_mean_sample_121028,cov_mean_sample_121105,cov_mean_sample_121123,cov_mean_sample_121128,cov_mean_sample_121220
CLUSTER1,2.329446105145573,25.12418655179889,2.10902163458743,5.7882185803210415,11.256311664868893,2.8391106528886305,2.7385598407891782,51.671167310380845,5.278197985576462,4.710887965212746,8.690817961777062,1.2584611987922254,12.045084462706493,116.42559094003101,16.181139600367377,26.8333411785729,2.2914870449961433,1.3952901564431686,9.320676144738131,3.696273269002947,17.554715750246213,36.64955423033387,55.243719950009655,15.110444878810176,10.852687922329652,20.690958710424862,141.3146039858961,31.233406041516364,90.76739901328261,18.465645877126043,68.45558675587097,34.26999441105053,3.4358682461633414,21.400630837137705,1.4270035633180373,34.65353425100668,58.37727064650495
CLUSTER10,7.876519118146499,150.7727815772171,3.8680875664568055,4.7830278979926195,11.145203555255433,27.605306121014753,5.617844051729366,1.2541485305655071,5.71510970069027,0.19722931942314115,4.723278495010656,2.921488105966123,3.026451381848709,5.788154487672031,2.824206000263681,0.2576194876431093,1.450414986874888,0.5030528949861426,0.7102555917381648,0.22726994755519794,1.0028748357232076,0.8773299705780654,2.9518898313221764,0.1723623605829029,0.15495322541313045,22.88456728431954,7.228638754527156,6.2697302802191475,3.823125812885561,1.1289286903633304,4.059817043252235,2.881719645521614,0.1615678682560249,2.3794426745172217,2.914925006891811,4.250135960905341,14.168208303077803
CLUSTER11,1.443916452278038,7.5706133291115005,3.524619570001332,9.217548328006577,14.86074838971815,0.6898276528856915,3.8289490043140204,3.7009652798518053,0.2033400474021156,0.11837610538599926,0.024595461644446117,0.02749447979152954,0.1149662834730053,0.156128325292349,2.5618894392353475,3.1946362301825353,0.13956649830626838,0.08156807468438936,0.9411673429828694,0.2137342115665811,0.606148681598325,2.6474603468654814,24.24466442602046,1.772502639823155,1.3160243398014586,21.633337139077224,46.25701411946521,9.876522078851913,21.908072545707256,3.423526522245258,17.413055111244702,6.448896697286732,0.2265677405132301,2.8924183894754916,2.038252684354764,15.83258980129883,37.05484800635444
CLUSTER12,0.03446075428920039,0.07845949277029479,0.031229541188498022,0.020118173068418604,0.0074441927737461,0.029447909439995562,0.008580859802808297,0.31309382781490885,0.029189615580845495,0.0062035834861804235,0.6415893133697204,0.026572825756782735,0.999895313362325,4.945267421992802,0.43522603035266305,0.007011626326792387,1.8270590579083779,0.41602248642752004,11.404320177362356,6.095050732114238,14.11307651546182,0.21794952356898303,0.02644292555739882,0.003998483341563563,0.0026647717272328007,0.16252479841915146,0.1656462079004879,0.03329279095221084,0.028355224505446745,0.008120045136731775,0.08042430830547578,0.060131481430785304,0.35092346086697246,0.007227239030850836,0.0042569608971251855,0.025658400897246532,0.130095810939528
CLUSTER13,4.9618552862014855,0.9411343724038775,1.7774300777289989,2.035101024613057,1.306422472654813,0.050780629202877944,0.27281780977520337,0.00337612813717748,0.00623507302261095,0.001062213257452941,0.002130901105682874,0.0,0.0051818056337411805,0.018085092383250356,0.00403354660587085,0.01268944471834278,0.00042717461971948656,0.0005982414450560052,0.0015699518261620264,0.0014476211313034463,0.0032364019485957417,0.003185667759055221,1.18000699792181,0.009144248246542318,0.024104338414349107,13.356205440691745,10.263271720463736,0.25951573286425283,4.361132678496621,0.6111372033523564,1.2797685759432167,0.42348337384901397,0.0033189293280964987,0.6388289973792619,0.1417888982099415,8.101953594422152,26.758590251147773
CLUSTER14,1.5941242100277544,17.985911237009176,2.3401207610161747,2.1269636751519476,3.770240606082583,3.034056216235492,0.9957053690029941,12.131308577582328,2.6465694053908844,0.6160557725516305,10.006656739452286,1.1592214521862847,8.512402599166045,26.942931631576375,5.894213158091853,2.4037138973404817,1.5555790753070335,1.435186010213539,6.051965915818634,2.158042532827367,4.641354795280989,8.609709456210226,5.834088047824255,1.4985967139703087,1.0908718739170626,15.034157466226842,20.6676701726831,2.7304624755877773,11.656571805265566,2.343968382924219,9.553525145509829,3.467547560288635,0.7945072530627546,2.6330784445600752,0.514000056925448,6.287028183687266,43.320500579868984
CLUSTER15,0.057997895880049416,2.7131940853423515,0.06758796519359854,0.052731393551016664,0.22746931778162344,0.8187813571716166,0.08774313222135563,16.690232613654086,0.6131782568701961,3.284161381877416,2.689918780496338,0.5058357050911931,4.392736247041322,35.18546274733013,5.454057944600164,3.825306298479533,7.893889801736126,2.6223232304437967,3.887962886579719,1.3398830846702712,10.745877629655359,11.752384514672906,13.109817067536097,2.3715014867348945,1.7309055367734403,0.3989791472675389,13.184207766540629,9.840814673425381,8.394184917661926,2.0070137277022213,6.785455939510594,2.065557294453833,3.7856056441820267,1.6178201587556253,0.04486141769080914,1.3552537837967034,0.9878849131722147
CLUSTER16,1.0333727062358655,12.626950574405406,0.9209042318302041,0.4458970555242123,0.8889504253605559,8.428742548483457,0.3590230321657059,0.37128266828473055,1.2583554024601558,0.03480207183810698,11.002245836086274,4.323078838969917,5.113379748470611,26.339390819640197,4.261803909610513,0.07225534385671581,0.16147582437177355,0.041039420172232555,0.09449190713369097,0.04233926614699458,0.26176192787527314,0.2609982054874952,1.1750399703908914,0.05335677743134438,0.0386359862899906,3.506667712954742,4.66588525394742,2.165761633884626,3.1950430433323787,0.8762965469195473,1.1035636242264109,0.6256323084875872,0.06667432135983667,1.298110079285355,0.1822231347936571,0.677343853716145,3.453782725811306
CLUSTER17,0.2640993018665749,0.4332350379914075,0.10366805146384184,0.04816985090538525,0.19571081267777674,0.058911089516026256,0.028935667331298456,5.880109803617197,0.0573415590404025,3.816117498241102,0.21295451953751593,0.0928850101424838,0.43599419085315216,0.5364766630244298,0.4907102961255787,4.821378437395166,1.017070978515382,0.4103791339238817,0.6767210033582666,0.35938465892095556,2.2399771866709433,4.135833022159382,22.382985774209164,2.8119242882325275,2.0647331116087617,0.5422486781336948,3.575786778606133,20.01870907810931,4.561548269405172,1.2221421743232277,7.954103247072781,1.5710362493077137,4.588304046293319,1.2526338844179528,0.016098266604600606,1.2127120909698372,1.7843588965063295
CLUSTER18,0.6997444312002441,0.7138053530845153,0.12368812583294304,0.16239437060277864,0.19955187313630365,0.18197948531933858,0.07828460791309562,11.99018783788999,0.16521741916027294,3.381332142412467,0.06481061357655878,0.16639622285402045,0.3835648429153888,0.2949321314475572,0.26990510865586653,1.7494863614551288,0.20268388504714674,1.430394351606171,1.8122877049769648,0.8092867493016289,9.433816508833143,8.159463046903822,5.52948568015292,1.0272631108355192,0.7745342875188352,1.01392156994146,2.8893437364103955,23.010929779895548,3.561463751981503,1.2258883288879412,2.3153264054723075,1.238861344483671,1.298315517742249,1.7334222293002064,0.03873050352489619,1.2386716213571947,3.645775373706773
CLUSTER19,0.5189134594013665,0.16309377934803154,0.12337085142228717,0.06585159193971071,0.08511393245506838,0.013846214022468625,0.012384924753628618,1.8421523061346103,0.01302140791566876,1.2910225965921998,0.012324543686519942,0.004370397959897208,0.01911376844348596,0.03429812310304767,0.014976159092101017,1.6162573914591263,0.03487259917232566,0.03473755361368522,0.13100475933159894,0.06961410524241417,0.6651511126275961,1.259329218585168,15.547749134268235,0.9583819152555582,0.7221418991899663,0.7543374407651856,1.736100210151883,20.349372427112048,3.7700589616064337,1.1973267377902934,7.434715040448451,2.0859959905440437,1.0514205906722947,1.64366928843608,0.005344594128089277,1.766514058031761,1.4042891389612426
CLUSTER2,0.27851448945000706,5.702555828305626,0.3589150755417358,0.4885135185910902,0.9276506701034373,0.5800765524640504,0.2939353142348503,130.07807244377454,0.7163105009400849,22.578729882543,1.0358728864774887,0.27303504741295004,1.8952127722484504,22.542354786417082,6.225025479158075,61.84856180906317,8.142989195938352,6.261254843301872,19.577443158718093,7.406588707074707,72.46027394666598,92.43709839640695,118.24284322258659,35.54203177452931,25.647936235595324,3.2630226426156304,100.45204118057656,62.98181600548839,94.4140898652098,20.141844638713795,101.40723962131813,39.293269206865766,20.032021716008494,22.2693605941707,0.1494114007954232,26.216727186213177,13.26474999305006
CLUSTER20,3.934773621944783,28.415210935752732,3.1970811813706512,7.230076810404581,7.864161120381653,9.940760602852452,2.9635587261942433,4.6131045808742694,4.271190000650426,0.10213558105086104,16.3452440804424,0.7597358701862638,24.274516836507377,75.4322250044506,11.85099337492108,1.7877602280406222,1.638038521713284,1.180687849562272,4.2073136294351965,1.3830733892733569,2.1848587873747016,3.33521353911398,9.269290470106531,1.060121778658614,0.7835988854363545,15.823558036148599,43.970354856222166,2.641701325313719,13.229132977650291,1.8952591909461105,12.85735682334145,5.782055081181128,0.42304228960399054,1.2540830886007224,1.5633537933675583,13.589678716571575,85.8033570542566
CLUSTER21,0.5432587010643801,13.605372946871809,0.8147097616029848,2.2525608528349634,2.8192219950583266,6.939852097438298,1.503699182098081,1.1520602271879603,0.969251304307887,0.10123485255520627,0.9855074308852364,0.7021213103377906,0.487319343048961,1.1705402887432927,1.2981568353136381,0.12628715424559392,0.07493249932905384,0.053178815352793486,0.10910192920747971,0.03072416665718486,0.20344099754847592,0.8224756137583893,1.3534062603036296,0.07881825936101704,0.07012336377078535,4.3790103256643835,2.4713845596761095,1.3414706096846947,1.6177486316325422,0.42538197005246975,1.1702319877355942,0.6042842127491781,0.12496040037036439,0.9186602166433275,0.7818212092193378,1.8612906716612274,21.697540647898617
CLUSTER22,0.018440796178259337,3.282277691247474,0.15578660038721337,0.16816763128376125,0.8365081954240897,1.337499162073004,0.6752969109085191,1.0478595661403238,0.18956982259702848,0.02868318433072217,1.0373182777268797,0.07041945961136677,1.2009487448658318,14.229821646840772,1.390846127138278,0.1104488623980753,0.6150779234954485,0.14320339558000458,0.4695034307878722,0.11138072953461729,0.5310548831277784,0.7471339720627627,1.3930432843059406,0.06297697925369251,0.04564080085238439,0.5145244773244745,0.8317763737058451,0.3100236003610618,1.0067039512288676,0.16967196945214358,1.8765262541200598,1.3799344470883637,0.10506236115295635,0.4129713797365472,0.3490903269903324,2.3337272120209716,6.460883031380983
CLUSTER23,0.5637245863817371,0.5706942250225615,0.07812612578372424,0.17494642067011706,0.1763003601794281,0.12589370407163233,0.06445600436066451,1.4784574402424573,0.05463305324954313,0.7331658334490114,0.02655240859131375,0.04373227235021466,0.06220938257378196,0.07131161622910484,1.1293628927205912,0.9193013392235785,0.2967202887016936,0.14186255134070314,0.10043070626556815,0.03669950734852726,1.515961605349731,1.0206519610857145,10.319275985299457,0.5763035098000625,0.42254627430565406,0.8825486298280333,3.58622541854391,38.69155979663661,7.48826011982421,2.373963470423255,3.654478220844242,1.6484694596237668,0.42138502879497386,2.156923300895693,0.034878335677969594,1.7828866615110133,4.037211110904326
CLUSTER24,0.009552541385426468,28.767214428212448,0.008358345571448317,0.001118360014522262,0.04539346806780093,0.4766076846283469,0.5130244188363939,0.0013522360471530596,0.014050157179661316,0.000624114916121187,0.0009458886121039431,6.777928040984453e-05,0.0012663379677289035,0.00300042291859883,0.0012351275153913157,1.1410720972588894e-05,0.0021612329917067414,0.004772756715539493,0.008326148071706688,0.00241926402163307,0.0070259275178743245,0.001194529175720711,0.001243854952198673,0.00023454084889465722,8.925289203731766e-05,0.012065762879783318,0.011088325352688295,0.0019099095261071884,0.0009871660554208168,6.106895591379521e-05,0.001145541341805995,0.000901933906260276,0.00044526243451896007,0.0006002848973845163,0.2648454173526266,0.007559769100062682,0.011839265473188176
CLUSTER25,2.163112371768332,18.596013723259762,0.7737335375026921,1.6117416256160837,1.067207608023655,6.7081419903944814,0.7618505713041329,0.07281823416158806,0.6061476637665348,0.013464343980437376,0.17264509510332463,0.4800889863780632,0.25186960911882644,0.051123825010927944,0.04310603029340773,0.00581714219727973,0.005240670352608772,0.004545391521013354,0.008412141505967616,0.009329942396992119,0.03913711455113018,0.05288256877011377,0.19319753237447101,0.00388891169339001,0.013945789330353748,4.9239557696457785,0.28041931691711225,0.17181915231276756,0.280780391470333,0.08907469293626304,0.078494424623223,0.0328376843736538,0.0561886730822226,0.048709418197108674,0.37801469804151994,0.24864984216940555,5.11139443171927
CLUSTER26,0.7623361564129649,11.48863402625634,0.48644062099217533,2.516365362292619,3.441020904341715,2.3487189649878775,1.3587810778373999,0.000313509614270548,0.34130307575134033,0.0005504804760344443,0.4837322474676591,0.11905212516665147,0.13080148763647323,0.8392346125200213,0.06561411333604203,0.0009541653401837555,0.0003879594007628085,2.201950273274179e-05,0.0007628061779624361,0.001124553546273117,0.0009578360229104683,0.0007858752926065245,0.11046567009554774,0.0021584056337732803,0.020333683522025747,5.294763548643332,2.551764274926142,0.31568158161657756,0.8266029013009687,0.2060458635930641,0.14660130939879681,0.06463111275148431,0.0018559078799952817,0.31624673969671113,0.7020060930956653,0.41780201473662126,11.002379288192195
CLUSTER27,0.9105226091656774,0.8224415777852992,0.4722175290832176,0.21152961632569076,0.4433101544689673,0.05954317906072975,0.07652697292806973,2.4717530176913067,0.03273379598448386,1.7848222682762132,0.050462192116450054,0.021204929354378774,0.10642237927076947,0.23673377043582058,0.12385830445246108,2.6343440562089726,0.19148729210544588,0.09402572842965348,0.2443644876075317,0.1328759230818917,1.6517010968569361,1.7021196031497594,37.06110306863371,1.5954885314832445,1.1603478147008737,3.0831841675611704,4.3576660659400615,29.740715391447967,9.954590921716507,2.7087510697682613,25.715398682435616,6.384021229446968,1.8054924447347709,6.485127817935792,0.039902767576480314,8.582218829132126,8.465312187488635
CLUSTER28,0.06437211044927021,8.101581742524871,0.06716272701871136,0.04885792989419755,0.27810870703331536,6.071376735409257,0.17229378620815097,0.22349656766870032,1.8790926829663206,0.10548144062110215,14.86316839215278,2.04561526920193,13.614961946278552,26.473851580588438,1.2573573351877945,0.0990764094625715,0.3376708584251872,0.08682627182938235,0.08191375190416711,0.06724118331625985,0.22517896210299576,0.1560618925633392,1.5041551087124954,0.06888079166009138,0.04792983191351076,0.28558898368340785,1.1391622631847356,1.5707962553924277,0.7802517192593915,0.19788536185549632,0.5299393143723493,0.08607377587487372,0.18049535231660654,0.11857860468750962,0.09243956761698932,0.14200989955858456,0.2771930778874111
CLUSTER29,0.22928196268736345,2.064538360139245,0.7828426893776884,1.3293377232382146,2.7446317458508496,0.5891759597620878,0.8261712977040874,0.0010948656331726716,0.13102820273358975,0.0005781655796788208,0.061476056658903766,0.007879539943426205,0.07639625168721768,0.03837778689116972,0.03653047415071754,0.01073185434205265,0.00018168594313981888,0.0004964332927626603,0.0017750286962089606,0.0021174582774980007,0.0021458317436023515,0.0010665026875256664,1.12668120594052,0.008960898471102515,0.015090379899550439,4.11957765610411,6.8473332276122765,0.43635041739995584,2.2041215819225903,0.3031757611357717,1.3510438929251687,0.4591657124759545,0.005046119130535803,0.3256897190978451,0.43284695036419013,2.026899599116269,12.658461474316871
CLUSTER3,1.8441694697516704,11.047259621559139,0.7561288461746908,0.45683703843440604,1.1366323615846405,3.085551742471785,0.35771206386737764,13.475691897250082,2.8781334981471813,1.9998787448854152,13.289485764147054,6.075052362007386,3.27332688872844,20.300382063412936,5.817361407023562,1.7850836574030395,2.3968927781569698,1.4927157300415115,3.475213716588867,1.3983632127214167,6.570083772299564,9.315018118530247,8.542098221010217,1.1563862827157563,0.8519355199820735,3.8557434428778525,13.68917523784193,19.176275758845435,11.691440440068517,3.257730361181604,9.96253443945909,5.869540541353286,1.145765801770622,5.7587711568002575,0.18813723773686733,3.9129609242962022,9.69650611586086
CLUSTER30,1.4869690050550923,1.6463605991242762,2.508612717985418,0.4818989001253707,0.5651273879063672,1.032700164786466,0.0940531951622382,7.154319978759121,0.24105280763132267,1.198593774390869,6.524577766375719,1.7341782965800239,6.911126471198264,24.461458578073607,0.9324302128972431,1.6300276268167522,0.8439122699058443,0.8169288001266939,3.636350964361284,1.8621566948033252,12.488614609591727,4.698523073070336,16.781116999917835,0.8329095635467577,0.6396531845365615,5.047091545248306,6.62106909426545,18.11072383922886,6.581074469815538,2.2147943038690836,10.669819590389103,3.9721200001527155,5.657313938988778,1.36887627786752,0.04291178349874903,2.7293067443117107,1.2133806908095326
CLUSTER4,0.03812059292861721,1.9772436831431621,0.11115501221183981,0.16846751655778208,0.20878017410312263,0.22821697076144554,0.06644862469208834,25.317982648845756,0.15928810974047242,4.950680027782663,0.3426029494426694,0.06594807084943254,0.9180908003750119,7.1008174404207605,1.311333293389146,7.3701300208516365,1.5898390155202315,1.2448885290581304,5.590884481832598,1.3878297979857026,11.76853017771735,17.943609965576687,37.26884755805541,4.409968357660026,3.1630588893946556,0.7550429794047238,24.476596898720747,8.891004162924723,21.561238114499766,4.660613455867833,21.607499770849593,13.235047401104758,4.457851665373021,4.3543867151008975,0.03294815937312057,11.717905225675116,3.777809685244127
CLUSTER5,0.18870476997065455,0.8845539537252136,0.19711949485195776,0.2781343272906051,0.3695555627737643,0.21370556188658976,0.09727610322070514,45.97181406891022,0.155819221644313,1.585020462955596,0.39710660868110365,0.02764022702356198,0.8549470491336648,5.009266928648578,1.563982329080535,43.15677055505762,0.6918098579131496,1.0495402395901685,9.709853872529363,2.966626828453689,19.42729633958845,33.170254525619626,66.01419074407796,24.002123925346407,16.989270495434194,0.895406118849852,38.507484274895724,13.849430224206067,33.495127504241175,4.757837281920434,72.1957583764446,37.262975829754474,4.7521787424218696,3.0879152007857846,0.05225538542752332,21.603349899880037,15.149028740920961
CLUSTER6,4.429107298235935,23.80560123705475,3.900878234101002,2.004582886855148,7.735624905914085,2.6209831251070517,1.5762914128487011,0.6162819113584123,1.1383367157303814,0.37365438817903307,1.3526264751879191,1.1282101030872493,2.6958176784194876,0.8019593056688749,1.6308043015985978,0.5867450105089913,0.42541507791013156,0.2891473740314425,0.3010106753369729,0.27910349000855783,0.5296193963887375,0.43109419502606416,10.73556845705052,0.38354365089736275,0.2955070749925643,16.933867023643593,13.90416830775748,15.89685479309817,7.646249251417221,2.129278444583116,5.906965626037056,1.0163699772599746,0.4992745594837724,1.9331494834351026,0.8000284914365634,2.2525832489710806,11.358126498300972
CLUSTER7,2.6587673812668307,27.123948383348253,1.7415170476255588,5.277940429401568,6.9042886823629805,5.252654940367318,2.952138942142649,0.07004282583380353,1.8285036037169762,0.03394207398492359,0.4790023197193914,1.066350604522271,0.4886892282166637,0.7143273832349044,0.7194691036487018,0.042794356881101336,0.008408699311769045,0.010985496915752598,0.028019441833495133,0.01567900364827996,0.08696169629656342,0.05225997781286544,1.0951807432556766,0.03431469695763792,0.06336839904008987,16.825803839225983,7.001861652934908,4.604348511737093,2.895458775618222,0.8221352496727224,1.2019988574437916,0.52813281083468,0.02202987074947479,1.9132975571304947,1.5350418191647561,2.5142584844941864,24.369919105246247
CLUSTER8,0.2807186888455238,11.056533310651847,2.9516505053614726,0.6496699543452322,2.259896172593433,11.956234241020171,0.6212610133806625,3.7597598941291843,4.208247852181636,0.4848442774637493,37.86695741920389,3.8893190663878454,4.803529521902875,10.787375847573074,2.4579583298207113,1.438305618661839,0.4450349991627753,0.15139810497750453,0.8065024162106489,0.26050773559496215,2.719081157371604,2.667225363839139,7.044718208777091,0.7867027803187157,0.5703853333290585,9.685520568670896,9.345162659870175,2.332649213551401,7.71310953444708,1.6260253146934442,4.076685939396546,1.4829765135093853,1.0954409346321723,3.3436625180704813,0.31976597165686793,2.4498033591831034,7.8123151351279185
CLUSTER9,1.0603201682090053,1.1949984122023598,0.1771383616013508,0.18061354060191318,0.11707392023911307,0.16263353237177444,0.04744585394691927,21.107499704741368,0.06966365012798183,3.823732812548322,0.0606508522284775,0.022799494938586056,0.0777956454807119,0.1599446002341993,0.06292560523463789,6.603901529147637,0.4809086204215503,0.6788245378390986,4.619881059993242,2.1373894964881246,30.20132338545014,14.566036279751279,12.932518519043501,4.337791926190241,3.2504954387129166,1.748902121785712,8.826335152391865,18.45120227315345,9.35352014527441,2.532656853972289,10.135553269249247,2.971599061094585,4.262801160304229,2.0265683981357046,0.02555875509512852,4.03802521910088,9.733521422403731
